음식점번호,음식점명,대표자명,도로명주소,지번주소,음식점유형,읍면동리,본번,부번,도로명,도로명본번,도로명부번,PNU코드
1239,경성순대국,선귀남,중앙로 340 (송정동),송정동 406-11번지 송정동 ,한식,4161010300,406,11,중앙로,340,0,4.16101E+18
1240,취석루,김춘희,초월읍 산수로 536,초월읍 신월리 442-13번지 ,중국식,4161025328,442,13,산수로,536,0,4.16103E+18
1241,하우스홀드(신월점),동순녀,초월읍 산수로 534,초월읍 신월리 442-14번지 ,패스트푸드,4161025328,442,14,산수로,534,0,4.16103E+18
1242,진수석찬,전혜진,"경충대로1422번길 12-1 (쌍령동,외2필지108호)",쌍령동 368-9번지 2필지108호,한식,4161010200,368,9,경충대로1422번길,12,1,4.16101E+18
1243,고구려생삼겹살,송경애,중앙로 95-5 (역동),역동 8-19번지 역동 ,한식,4161011200,8,19,중앙로,95,5,4.16101E+18
1244,구이구이쪽갈비 곤지암점,김민섭,곤지암읍 평촌길 31-26,곤지암읍 삼리 106-18번지 ,식육(숯불구이),4161025936,106,18,평촌길,31,26,4.16103E+18
1245,커피이야기,안지영,문화로 129 (탄벌동),경안동 433-11번지 탄벌동 ,까페,4161010100,433,11,문화로,129,0,4.16101E+18
1246,화로구이,이종은,광주대로21번길 3 (역동),역동 25-1번지 역동 ,한식,4161011200,25,1,광주대로21번길,3,0,4.16101E+18
1247,레반트,이장호 외 2명,초월읍 현산로 193,초월읍 지월리 685-5번지 ,경양식,4161025329,685,5,현산로,193,0,4.16103E+18
1248,조개칼국수,오영자,퇴촌면 천진암로 406,퇴촌면 도수리 345번지 ,한식,4161034025,345,0,천진암로,406,0,4.16103E+18
1249,매코미통닭발,최숙자,광주대로129번길 11-4 (송정동),송정동 130-24번지 송정동 ,통닭(치킨),4161010300,130,24,광주대로129번길,11,4,4.16101E+18
1250,거진항맛집,김영준,"경충대로 1414 (쌍령동,외5필지)",쌍령동 371-2번지 ,한식,4161010200,371,2,경충대로,1414,0,4.16101E+18
1252,아린,원의덕,오포읍 봉골길 120,오포읍 문형리 67-9번지 ,한식,4161025024,67,9,봉골길,120,0,4.16103E+18
1253,다손백반,양정식,도척면 도척로 348,도척면 진우리 438-2번지 ,한식,4161033028,438,2,도척로,348,0,4.16103E+18
1254,블랙앵거스미우랑,송봉선,통미로 88 (탄벌동),탄벌동 35-36번지 탄벌동 ,식육(숯불구이),4161010500,35,36,통미로,88,0,4.16101E+18
1255,전원식당,최복남,오포읍 양벌로 105,오포읍 양벌리 214-3번지 ,한식,4161025027,214,3,양벌로,105,0,4.16103E+18
1256,백가네남원추어탕,백진희,오포읍 오포로 691,오포읍 추자리 394-1번지 ,한식,4161025025,394,1,오포로,691,0,4.16103E+18
1257,강가네대원왕족발,강원구,포돌이로11번길 10 (경안동),경안동 127번지 두진 ,정종/대포집/소주방,4161010100,127,0,포돌이로11번길,10,0,4.16101E+18
1258,냄비닭발,이현정,포돌이로 10 (탄벌동),탄벌동 52-5번지 탄벌동 ,한식,4161010500,52,5,포돌이로,10,0,4.16101E+18
1259,우촌,민영화,순암로 70-6 (장지동),장지동 85-4번지 지동,한식,4161011100,85,4,순암로,70,6,4.16101E+18
1260,태능참숯화로구이,이혜림,"초월읍 경충대로 1010-2, 1층",초월읍 쌍동리 3-2번지 1층,한식,4161025322,3,2,경충대로,1010,2,4.16103E+18
1261,치킨플러스 송정점,이창수,중앙로 206 (송정동),송정동 130-9번지 송정동 ,호프/통닭,4161010300,130,9,중앙로,206,0,4.16101E+18
1262,노블레스,노승현,오포읍 능평로 193,오포읍 능평리 141-2번지 오포베르빌 ,호프/통닭,4161025023,141,2,능평로,193,0,4.16103E+18
1263,송가네돈촌,소연미,경안안길 32-1 (경안동),경안동 92-16번지 경안동 ,한식,4161010100,92,16,경안안길,32,1,4.16101E+18
1264,연인의집,김숙희,중앙로 340 (송정동),송정동 406-11번지 송정동 ,한식,4161010300,406,11,중앙로,340,0,4.16101E+18
1265,송화삼계탕,윤대범,곤지암읍 경충대로 780,곤지암읍 삼리 137-4번지 ,한식,4161025936,137,4,경충대로,780,0,4.16103E+18
1266,바로돈스바로피자,김인숙,통미로 66 (경안동),송정동 581-12번지 경안동 ,패스트푸드,4161010300,581,12,통미로,66,0,4.16101E+18
1267,오포육돈가,이보미,오포읍 신현로 44-6,오포읍 신현리 709-35번지 ,식육(숯불구이),4161025022,709,35,신현로,44,6,4.16103E+18
1268,지윤기사식당,이승덕,초월읍 산수로 538,초월읍 신월리 442-12번지 ,한식,4161025328,442,12,산수로,538,0,4.16103E+18
1269,낭만객주,장경화,순암로 32 (장지동),장지동 76-1번지 지동,한식,4161011100,76,1,순암로,32,0,4.16101E+18
1270,수라간,김수자,남한산성면 남한산성로 769,남한산성면 산성리 506-1번지 ,한식,4161037021,506,1,남한산성로,769,0,4.16104E+18
1271,21세기구공탄포차빠,현윤선,순암로 509 (삼동),삼동 281-18번지 삼동 ,호프/통닭,4161010700,281,18,순암로,509,0,4.16101E+18
1272,피자나눔터,최숙자,초월읍 현산로 87,초월읍 도평리 221-1번지 ,패스트푸드,4161025332,221,1,현산로,87,0,4.16103E+18
1273,가배산성,윤만로,남한산성면 남한산성로 743,남한산성면 산성리 229-1번지 ,까페,4161037021,229,1,남한산성로,743,0,4.16104E+18
1274,왕십리곱창,김미숙,경안안길 8-7 (경안동),경안동 124-7번지 경안동 ,한식,4161010100,124,7,경안안길,8,7,4.16101E+18
1275,갈비마을,이호준 외 1명,"순암로 385, 1층 (중대동)",중대동 268-21번지 중대동 1층,한식,4161010800,268,21,순암로,385,0,4.16101E+18
1276,궁전부페,김주안,곤지암읍 곤지암로50번길 15-1,곤지암읍 곤지암리 441-19번지 ,한식,4161025921,441,19,곤지암로50번길,15,1,4.16103E+18
1277,쌍령동칼국수,전금안,"경충대로 1468-3 (쌍령동,102호)",쌍령동 191-27번지 태성빌라 102호,한식,4161010200,191,27,경충대로,1468,3,4.16101E+18
1278,봉천막국수,이정숙,곤지암읍 경충대로 524,,식육(숯불구이),,,,경충대로,524,0,
1279,채선당,김익환,"광주대로 35, 8층 (경안동)",경안동 20-14번지 경안동 8층,한식,4161010100,20,14,광주대로,35,0,4.16101E+18
1280,용수산,전성희,초월읍 현산로 87,초월읍 도평리 221-1번지 ,회집,4161025332,221,1,현산로,87,0,4.16103E+18
1281,원할머니보쌈곤지암점,박정열,곤지암읍 평촌길 35-10,곤지암읍 삼리 106-21번지 ,식육(숯불구이),4161025936,106,21,평촌길,35,10,4.16103E+18
1282,참치자객,김란희,곤지암읍 평촌길 38-14,곤지암읍 삼리 134-10번지 ,회집,4161025936,134,10,평촌길,38,14,4.16103E+18
1283,우리수산,이영일,오포읍 양촌길 118,오포읍 양벌리 646-13번지 ,회집,4161025027,646,13,양촌길,118,0,4.16103E+18
1284,낭만포차,최춘란,초월읍 장담길 117-3,초월읍 용수리 333-1번지 ,정종/대포집/소주방,4161025327,333,1,장담길,117,3,4.16103E+18
1285,해솔동태찜,이종순,포돌이로11번길 16 (경안동),경안동 136-1번지 경안동 ,한식,4161010100,136,1,포돌이로11번길,16,0,4.16101E+18
1286,비어가든,배남석,퇴촌면 산수로 1314,퇴촌면 광동리 197-3번지 ,호프/통닭,4161034021,197,3,산수로,1314,0,4.16103E+18
1287,정기네,이정기,"초월읍 산수로 511, 1층",초월읍 신월리 477-9번지 1층,식육(숯불구이),4161025328,477,9,산수로,511,0,4.16103E+18
1288,시골마당,이상만,역동로 23 (역동),역동 39-11번지 역동 ,한식,4161011200,39,11,역동로,23,0,4.16101E+18
1289,참숯뽈구이,김승혜,곤지암읍 평촌길 31-12,곤지암읍 삼리 106-36번지 ,한식,4161025936,106,36,평촌길,31,12,4.16103E+18
1290,삼&곱,김은옥,중앙로 133-1 (경안동),경안동 71-19번지 경안동 ,식육(숯불구이),4161010100,71,19,중앙로,133,1,4.16101E+18
1291,포차동아리,라경원,퇴촌면 광동로 48-6,퇴촌면 광동리 235-8번지 ,정종/대포집/소주방,4161034021,235,8,광동로,48,6,4.16103E+18
1292,다께야,이승복,"경안로 6-2, 1층 (경안동)",경안동 21-1번지 경안동 1층,한식,4161010100,21,1,경안로,6,2,4.16101E+18
1293,복돼지,장미영,곤지암읍 평촌길 31-22,곤지암읍 삼리 106-16번지 ,식육(숯불구이),4161025936,106,16,평촌길,31,22,4.16103E+18
1294,와그너숯불바베큐치킨호프,김오례,문화로 11 (역동),역동 71-29번지 역동 ,호프/통닭,4161011200,71,29,문화로,11,0,4.16101E+18
1295,문형한식부페,김찬영,오포읍 오포로 442,오포읍 문형리 518-1번지 ,한식,4161025024,518,1,오포로,442,0,4.16103E+18
1296,신영각,오권영,광주대로105번길 19-1 (송정동),송정동 105-2번지 송정동 ,중국식,4161010300,105,2,광주대로105번길,19,1,4.16101E+18
1297,부엉이곳간,전영희,남한산성면 남한산성로 51,남한산성면 광지원리 37-3번지 ,한식,4161037023,37,3,남한산성로,51,0,4.16104E+18
1298,중화요리청하이,하정순,"고불로46번길 4, 1층 (중대동)",중대동 16-80번지 중대동 1층,중국식,4161010800,16,80,고불로46번길,4,0,4.16101E+18
1299,매코미닭발,지종구,곤지암읍 평촌길 55,곤지암읍 삼리 405-15번지 ,통닭(치킨),4161025936,405,15,평촌길,55,0,4.16103E+18
1300,경기통돼지바베규,박상민,곤지암읍 광여로 924,곤지암읍 건업리 202-7번지 ,식육(숯불구이),4161025930,202,7,광여로,924,0,4.16103E+18
1301,투바이호프,강은영,수하길20번길 5 (송정동),송정동 82-12번지 송정동 ,호프/통닭,4161010300,82,12,수하길20번길,5,0,4.16101E+18
1302,시골뚝배기,신성진,곤지암읍 곤지암로 43,곤지암읍 곤지암리 433-8번지 ,한식,4161025921,433,8,곤지암로,43,0,4.16103E+18
1303,바다양푼이동태탕&모밥,안희화,중앙로 307 (송정동),송정동 334-4번지 송정동 ,한식,4161010300,334,4,중앙로,307,0,4.16101E+18
1304,정읍산외푸줏간식당,유준범,절골길 12-3 (장지동),장지동 635-10번지 지동,한식,4161011100,635,10,절골길,12,3,4.16101E+18
1305,가마솥소머리국밥순대국,문병조,초월읍 산수로 528,초월읍 신월리 446-4번지 ,한식,4161025328,446,4,산수로,528,0,4.16103E+18
1306,"엄미영 왕대박 해신탕,조개찜",엄미영 외 1명,통미로 92 (탄벌동),탄벌동 35-52번지 탄벌동 ,한식,4161010500,35,52,통미로,92,0,4.16101E+18
1307,아우라지족발보쌈,김혜연,오포읍 회안대로 13,오포읍 매산리 746-8번지 ,한식,4161025026,746,8,회안대로,13,0,4.16103E+18
1308,대성,황경희,곤지암읍 곤지암로 74-1,곤지암읍 곤지암리 453-47번지 ,한식,4161025921,453,47,곤지암로,74,1,4.16103E+18
1309,잡숴봐추어탕생선국수삼계탕,원탁,오포읍 성들길 1,오포읍 매산리 600-39번지 ,탕류(보신용),4161025026,600,39,성들길,1,0,4.16103E+18
1310,저팔계감자탕,전경구,"퇴촌면 산수로 1303, 1층",퇴촌면 광동리 230번지 1층,한식,4161034021,230,0,산수로,1303,0,4.16103E+18
1311,지리산유황오리,이갑수,오포읍 능평로 46-4,오포읍 능평리 338-11번지 ,한식,4161025023,338,11,능평로,46,4,4.16103E+18
1312,샘물식당,서은미,순암로 508 (삼동),삼동 281-14번지 삼동 ,한식,4161010700,281,14,순암로,508,0,4.16101E+18
1313,더플러스 돈달구네,김진아,고불로 55 (장지동),장지동 687-13번지 지동,한식,4161011100,687,13,고불로,55,0,4.16101E+18
1314,미스터포차,이현정,곤지암읍 평촌길 31-20,곤지암읍 삼리 106-14번지 ,한식,4161025936,106,14,평촌길,31,20,4.16103E+18
1315,도미노피자 곤지암점,황성하,곤지암읍 경충대로 772,곤지암읍 삼리 140-5번지 ,패스트푸드,4161025936,140,5,경충대로,772,0,4.16103E+18
1316,이슬포장마차,지미자,경안로 16-6 (경안동),경안동 57-10번지 경안동 ,호프/통닭,4161010100,57,10,경안로,16,6,4.16101E+18
1317,또래오래(양벌점),이승화,오포읍 양벌로 379-5,오포읍 매산리 614-26번지 ,통닭(치킨),4161025026,614,26,양벌로,379,5,4.16103E+18
1318,고향생각,성정환,"오포읍 새말길 15, 1층",오포읍 신현리 660-2번지 1층,한식,4161025022,660,2,새말길,15,0,4.16103E+18
1319,라포즈(Lapause),박영주,오포읍 능평로 132-8,오포읍 능평리 195-1번지 ,한식,4161025023,195,1,능평로,132,8,4.16103E+18
1320,토속정,김준형,남한산성면 남한산성로 204,남한산성면 오전리 309-9번지 ,한식,4161037026,309,9,남한산성로,204,0,4.16104E+18
1321,선녀와나무꾼,김말분,곤지암읍 경충대로498번길 127,곤지암읍 곤지암리 17번지 ,한식,4161025921,17,0,경충대로498번길,127,0,4.16103E+18
1322,복돼지구이촌,박은주,회안대로 350-7 (태전동),태전동 143-2번지 태전동 ,한식,4161011000,143,2,회안대로,350,7,4.16101E+18
1323,삼수사,임창재,퇴촌면 산수로 1314,퇴촌면 광동리 197-3번지 ,회집,4161034021,197,3,산수로,1314,0,4.16103E+18
1324,다향,이정자,퇴촌면 천진암로 1152-9,퇴촌면 우산리 372번지 ,한식,4161034023,372,0,천진암로,1152,9,4.16103E+18
1325,갯마을,원봉수,경안로41번길 2 (경안동),경안동 38-5번지 경안동 ,한식,4161010100,38,5,경안로41번길,2,0,4.16101E+18
1326,장성,김정희,남한산성면 남한산성로 763-11,남한산성면 산성리 480-1번지 ,한식,4161037021,480,1,남한산성로,763,11,4.16104E+18
1327,청송해물부대찌게,김미영,곤지암읍 평촌길 12-27,곤지암읍 삼리 126-1번지 ,한식,4161025936,126,1,평촌길,12,27,4.16103E+18
1328,NARE,박경미,곤지암읍 광여로313번길 22,곤지암읍 오향리 339-6번지 ,한식,4161025933,339,6,광여로313번길,22,0,4.16103E+18
1329,케이준,조경희,오포읍 양벌로 315,오포읍 양벌리 604-5번지 ,통닭(치킨),4161025027,604,5,양벌로,315,0,4.16103E+18
1330,청해참치,김효정,곤지암읍 곤지암로 28,곤지암읍 곤지암리 345-2번지 ,회집,4161025921,345,2,곤지암로,28,0,4.16103E+18
1331,천진암돌쇠,박미숙,퇴촌면 매내미길 6,퇴촌면 우산리 271번지 ,한식,4161034023,271,0,매내미길,6,0,4.16103E+18
1332,고향집,이진경,오포읍 봉골길 124,오포읍 문형리 67-4번지 ,한식,4161025024,67,4,봉골길,124,0,4.16103E+18
1333,어시장,김경중,중앙로 254 (송정동),송정동 216-10번지 송정동 ,한식,4161010300,216,10,중앙로,254,0,4.16101E+18
1334,대구왕뽈찜,변은주,포돌이로 21 (경안동),경안동 128-9번지 경안동 ,한식,4161010100,128,9,포돌이로,21,0,4.16101E+18
1335,카페 남한산성,김성태 외 1명,남한산성면 남한산성로780번길 25,남한산성면 산성리 631번지 ,까페,4161037021,631,0,남한산성로780번길,25,0,4.16104E+18
1336,세보수산,차영숙,"초월읍 경충대로 888, 1층",초월읍 산이리 13-9번지 1층,회집,4161025323,13,9,경충대로,888,0,4.16103E+18
1337,한방풍천민물장어즉석참숯구이,백승만,초월읍 경충대로1284번길 35,초월읍 대쌍령리 153-8번지 ,한식,4161025321,153,8,경충대로1284번길,35,0,4.16103E+18
1338,완도집,김진혁,"이배재로 303-3, 1층 (목현동)",목현동 136-3번지 목현동 1층,한식,4161010600,136,3,이배재로,303,3,4.16101E+18
1339,본죽앤비빔밥카페,이춘희,고불로 54 (중대동),중대동 17-10번지 중대동 ,한식,4161010800,17,10,고불로,54,0,4.16101E+18
1340,선희네식당,김영숙,도척면 독고개길302번길 10-7,도척면 도웅리 359번지 ,한식,4161033026,359,0,독고개길302번길,10,7,4.16103E+18
1341,두리아숯불바베큐,이정옥,중앙로 343 (송정동),송정동 406-28번지 송정동 ,한식,4161010300,406,28,중앙로,343,0,4.16101E+18
1342,항아리탁주,최경희,오포읍 양벌로 325,오포읍 양벌리 647-1번지 ,한식,4161025027,647,1,양벌로,325,0,4.16103E+18
1343,주사발,문창진,곤지암읍 곤지암로 13,곤지암읍 곤지암리 343-22번지 ,호프/통닭,4161025921,343,22,곤지암로,13,0,4.16103E+18
1344,순이네제주토종흑돼지,이희순,경안로 38 (경안동),경안동 36-53번지 경안동 ,식육(숯불구이),4161010100,36,53,경안로,38,0,4.16101E+18
1345,대구왕뽈찜,김성중,"순암로 150 (중대동,외 2필지)",중대동 2-31번지 ,한식,4161010800,2,31,순암로,150,0,4.16101E+18
1346,고모네집,양윤수,초월읍 산수로 540,초월읍 신월리 442-1번지 ,한식,4161025328,442,1,산수로,540,0,4.16103E+18
1347,메밀골막국수,김현철,곤지암읍 광여로 325,곤지암읍 오향리 368-26번지 ,한식,4161025933,368,26,광여로,325,0,4.16103E+18
1348,산마루한식,이명숙,탄벌길 50 (탄벌동),탄벌동 204-5번지 탄벌동 ,한식,4161010500,204,5,탄벌길,50,0,4.16101E+18
1349,한옥정,김무숙,남한산성면 남한산성로 765,남한산성면 산성리 496번지 ,한식,4161037021,496,0,남한산성로,765,0,4.16104E+18
1350,퇴촌매운탕,안희경,퇴촌면 광동로 101,퇴촌면 광동리 176-8번지 ,한식,4161034021,176,8,광동로,101,0,4.16103E+18
1351,킹스타피자,임유진,태봉로 20 (태전동),태전동 261-99번지 태전동 ,패스트푸드,4161011000,261,99,태봉로,20,0,4.16101E+18
1352,클린턴바베큐,조성숙,곤지암읍 도척로 34 (1호동),곤지암읍 삼리 38번지 1호,한식,4161025936,38,0,도척로,34,0,4.16103E+18
1353,장수네고기마을,김영주,"오포읍 양촌길 124, 상가동 (광주양촌현대아파트)",오포읍 양벌리 616번지 상가동광주양촌현대아파트 ,식육(숯불구이),4161025027,616,0,양촌길,124,0,4.16103E+18
1354,동촌,이영애,남한산성면 남한산성로780번길 24-5,남한산성면 산성리 647-2번지 ,한식,4161037021,647,2,남한산성로780번길,24,5,4.16104E+18
1355,고창수산장어,윤흥철,경안로 37 (경안동),경안동 36-31번지 경안동 ,한식,4161010100,36,31,경안로,37,0,4.16101E+18
1356,닭갈비제작소,김미화,고불로 65 (태전동),태전동 262-1번지 태전동 ,통닭(치킨),4161011000,262,1,고불로,65,0,4.16101E+18
1357,장터생삼겹산낙지,정애순,경안로 37 (경안동),경안동 36-31번지 경안동 ,한식,4161010100,36,31,경안로,37,0,4.16101E+18
1358,푸짐한감자탕,최건순,오포읍 양벌로 325,오포읍 양벌리 647-1번지 ,한식,4161025027,647,1,양벌로,325,0,4.16103E+18
1359,미가참치,김광호,파발로 167 (경안동),경안동 97-23번지 경안동 ,한식,4161010100,97,23,파발로,167,0,4.16101E+18
1360,참바대식당,황은숙,오포읍 오포로 540,오포읍 문형리 251-1번지 ,한식,4161025024,251,1,오포로,540,0,4.16103E+18
1361,한걸음치킨통닭발,도진우,광주대로129번길 15 (송정동),송정동 130-23번지 송정동 ,호프/통닭,4161010300,130,23,광주대로129번길,15,0,4.16101E+18
1362,버섯마루,남옥현,"초월읍 경충대로 852, 1층",초월읍 산이리 2-2번지 1층,한식,4161025323,2,2,경충대로,852,0,4.16103E+18
1363,삼리 동해횟집,김명옥,곤지암읍 평촌길 35-15,곤지암읍 삼리 106-15번지 ,회집,4161025936,106,15,평촌길,35,15,4.16103E+18
1364,김영희동태찜 & 코다리냉면,김돈수,곤지암읍 벌열미길 1 (1층),곤지암읍 열미리 467-16번지 1층,한식,4161025934,467,16,벌열미길,1,0,4.16103E+18
1365,동태골,조옥임,순암로 550 (삼동),삼동 423-1번지 삼동 ,한식,4161010700,423,1,순암로,550,0,4.16101E+18
1366,김밥세상,김정옥,초월읍 산수로 540,초월읍 신월리 442-1번지 ,분식,4161025328,442,1,산수로,540,0,4.16103E+18
1367,장금식당,배경선,초월읍 무들로 205,초월읍 용수리 338-2번지 ,한식,4161025327,338,2,무들로,205,0,4.16103E+18
1368,맛조은칼국수,사공금자,경안로 34 (경안동),경안동 33-7번지 경안동 ,한식,4161010100,33,7,경안로,34,0,4.16101E+18
1369,뚱뚱이할머니족발보쌈,김민철,초월읍 도곡길22번길 14,초월읍 쌍동리 127-1번지 ,한식,4161025322,127,1,도곡길22번길,14,0,4.16103E+18
1370,어부사시사,김현덕,남종면 산수로 1633-13,남종면 분원리 438-3번지 ,한식,4161035021,438,3,산수로,1633,13,4.16104E+18
1371,전곡양평해장국,한재희,곤지암읍 곤지암천로 238,곤지암읍 신대리 70-1번지 ,한식,4161025935,70,1,곤지암천로,238,0,4.16103E+18
1372,네네치킨,강용구,오포읍 양촌안길 40,오포읍 양벌리 549번지 ,호프/통닭,4161025027,549,0,양촌안길,40,0,4.16103E+18
1373,태영뽕칼국수,이영숙,고불로 73-7 (태전동),태전동 261-4번지 태전동 ,한식,4161011000,261,4,고불로,73,7,4.16101E+18
1374,와바,정의교,중앙로 97 (역동),역동 20-12번지 역동 ,호프/통닭,4161011200,20,12,중앙로,97,0,4.16101E+18
1375,명보성,홍순욱,경충대로1460번길 3 (쌍령동),쌍령동 188번지 쌍령동 ,중국식,4161010200,188,0,경충대로1460번길,3,0,4.16101E+18
1376,사랑행복식당,강순자,광주대로105번길 17 (송정동),송정동 103-1번지 송정동 ,한식,4161010300,103,1,광주대로105번길,17,0,4.16101E+18
1377,장수칼국수,김광재,초월읍 산이길 19,초월읍 산이리 13-40번지 ,한식,4161025323,13,40,산이길,19,0,4.16103E+18
1378,진우식당,김미자,도척면 도척로 348,도척면 진우리 438-2번지 ,한식,4161033028,438,2,도척로,348,0,4.16103E+18
1379,황금들판,이수연,도척면 도척윗로 340,도척면 도웅리 72-6번지 ,한식,4161033026,72,6,도척윗로,340,0,4.16103E+18
1380,육대장,이현숙,초월읍 경충대로 1276,초월읍 대쌍령리 181-33번지 ,한식,4161025321,181,33,경충대로,1276,0,4.16103E+18
1381,밥보장터,송경숙,퇴촌면 천진암로596번길 18,퇴촌면 관음리 468번지 ,한식,4161034022,468,0,천진암로596번길,18,0,4.16103E+18
1382,맛고을먹거리,양명희,중앙로22번길 2 (쌍령동),쌍령동 60-48번지 쌍령동 ,한식,4161010200,60,48,중앙로22번길,2,0,4.16101E+18
1383,짬뽕만,JIN DETIE,"경안안길 31, 1층 (경안동)",경안동 95-5번지 경안동 1층,중국식,4161010100,95,5,경안안길,31,0,4.16101E+18
1384,기찬닭발,서영경,중앙로187번길 8 (송정동),송정동 113-67번지 송정동 ,호프/통닭,4161010300,113,67,중앙로187번길,8,0,4.16101E+18
1385,나무,박춘기,"곤지암읍 평촌길 35-23, 3층",곤지암읍 삼리 106-19번지 3층,호프/통닭,4161025936,106,19,평촌길,35,23,4.16103E+18
1386,송가네족발&보쌈하우스,한현주,퇴촌면 산수로 1314,퇴촌면 광동리 197-3번지 ,식육(숯불구이),4161034021,197,3,산수로,1314,0,4.16103E+18
1387,밀레오호프,고영호,초월읍 지월로 61,초월읍 지월리 337-2번지 ,호프/통닭,4161025329,337,2,지월로,61,0,4.16103E+18
1388,일미리금계찜닭(경안동점),안금자,문화로124번길 9 (경안동),경안동 124-27번지 경안동 ,한식,4161010100,124,27,문화로124번길,9,0,4.16101E+18
1389,대복식당,안형근,퇴촌면 산수로 1316,퇴촌면 광동리 192-1번지 ,한식,4161034021,192,1,산수로,1316,0,4.16103E+18
1390,김명자낙지마당,김진희,경안로 13-3 (경안동),경안동 20-21번지 경안동 ,한식,4161010100,20,21,경안로,13,3,4.16101E+18
1391,안영애 제철쌈밥.화로구이,안영애,초월읍 지월로16번길 45,초월읍 지월리 621번지 ,한식,4161025329,621,0,지월로16번길,45,0,4.16103E+18
1392,설맥,송희경,곤지암읍 곤지암로 29,곤지암읍 곤지암리 344-2번지 ,호프/통닭,4161025921,344,2,곤지암로,29,0,4.16103E+18
1393,천마가든,정부심,도척면 추곡길 98,도척면 추곡리 403번지 ,한식,4161033024,403,0,추곡길,98,0,4.16103E+18
1394,광주우가네순대국,우병오,역동로34번길 31 (역동),역동 8-10번지 역동 ,한식,4161011200,8,10,역동로34번길,31,0,4.16101E+18
1395,가마솥순대국,이동선,파발로 167-1 (경안동),경안동 265-11번지 경안동 ,한식,4161010100,265,11,파발로,167,1,4.16101E+18
1396,그집,백선영,태봉로 10 (태전동),태전동 262-19번지 태전동 ,한식,4161011000,262,19,태봉로,10,0,4.16101E+18
1397,찬누리,차기돈,"초월읍 산수로532번길 29-30, 1층",초월읍 신월리 288번지 1층,한식,4161025328,288,0,산수로532번길,29,30,4.16103E+18
1398,영양순대국,이윤희,파발로 165 (경안동),경안동 96-7번지 경안동 ,호프/통닭,4161010100,96,7,파발로,165,0,4.16101E+18
1399,숲속으로(순흥정),진창호,남한산성면 남한산성로780번길 13,남한산성면 산성리 605번지 ,한식,4161037021,605,0,남한산성로780번길,13,0,4.16104E+18
1401,화수분,김경순,"퇴촌면 천진암로 630, 1층",퇴촌면 관음리 351-5번지 1층,한식,4161034022,351,5,천진암로,630,0,4.16103E+18
1402,싹쓸이삼겹살,이상영,중앙로145번길 9 (경안동),경안동 73-29번지 경안동 ,한식,4161010100,73,29,중앙로145번길,9,0,4.16101E+18
1403,양평해장국,윤선아,곤지암읍 광여로 318,곤지암읍 오향리 412-1번지 ,한식,4161025933,412,1,광여로,318,0,4.16103E+18
1404,두메골,서옥희,"경충대로 1518, 102.103호 (쌍령동)",쌍령동 107-4번지 쌍령동 102103호,한식,4161010200,107,4,경충대로,1518,0,4.16101E+18
1405,바지락부추칼국수,이춘나,이배재로 278 (목현동),목현동 111번지 목현동 ,한식,4161010600,111,0,이배재로,278,0,4.16101E+18
1406,와우치킨,김영미,탄벌길 35 (탄벌동),탄벌동 196-1번지 탄벌동 ,통닭(치킨),4161010500,196,1,탄벌길,35,0,4.16101E+18
1407,퇴촌손두부,김종열,"퇴촌면 천진암로694번길 4, 1층",퇴촌면 관음리 232번지 1층,한식,4161034022,232,0,천진암로694번길,4,0,4.16103E+18
1408,산하래,임재숙,용샘길 115-22 (목현동),목현동 202-1번지 목현동 ,한식,4161010600,202,1,용샘길,115,22,4.16101E+18
1409,또봉이통닭(태전점),김령미,태봉로 18 (태전동),태전동 261-9번지 태전동 ,통닭(치킨),4161011000,261,9,태봉로,18,0,4.16101E+18
1410,야시장,정태용,포돌이로 19 (경안동),경안동 128-11번지 경안동 ,통닭(치킨),4161010100,128,11,포돌이로,19,0,4.16101E+18
1411,자인관광(주)강남300기사식당,정수홍,새말길 353 (목동),목동 497-6번지 목동 ,한식,4161011300,497,6,새말길,353,0,4.16101E+18
1412,불티꼼장어,김인숙,포돌이로 7 (탄벌동),경안동 433-19번지 탄벌동 ,호프/통닭,4161010100,433,19,포돌이로,7,0,4.16101E+18
1413,먹어봐뒷고기,서지원,통미로 28 (경안동),송정동 594-9번지 경안동 ,식육(숯불구이),4161010300,594,9,통미로,28,0,4.16101E+18
1415,밤골건강식당,김선희,초월읍 산수로 10 (79-4),초월읍 산이리 80-1번지 79동 4호,한식,4161025323,80,1,산수로,10,0,4.16103E+18
1416,가마솥뼈해장국,김형일,초월읍 지월로 61,초월읍 지월리 337-2번지 ,한식,4161025329,337,2,지월로,61,0,4.16103E+18
1417,푸른집,윤선혜,이배재로 67 (탄벌동),탄벌동 244-5번지 탄벌동 ,한식,4161010500,244,5,이배재로,67,0,4.16101E+18
1418,황우,조승숙,곤지암읍 광여로 731,곤지암읍 건업리 513-1번지 ,한식,4161025930,513,1,광여로,731,0,4.16103E+18
1419,고기박사(퇴촌본점),이경실,"퇴촌면 천진암로 340, 1층",퇴촌면 광동리 190-3번지 1층,한식,4161034021,190,3,천진암로,340,0,4.16103E+18
1420,청진동해장국,최명남,오포읍 회안대로 109,오포읍 매산리 635-8번지 ,한식,4161025026,635,8,회안대로,109,0,4.16103E+18
1421,태봉곱창,박윤창,태봉로 35 (태전동),태전동 261-43번지 태전동 ,한식,4161011000,261,43,태봉로,35,0,4.16101E+18
