음식점번호,음식점명,대표자명,도로명주소,지번주소,음식점유형,읍면동리,본번,부번,도로명,도로명본번,도로명부번,PNU코드
190,푸른기사식당,송영석,도척면 도척로 335,도척면 진우리 476-1번지 ,한식,4161033028,476,1,도척로,335,0,4.16103E+18
192,정순아낙지,정순아,초월읍 현산로 171,초월읍 지월리 690번지 ,한식,4161025329,690,0,현산로,171,0,4.16103E+18
193,이딸리아나,장동만,오포읍 신현로 124,오포읍 신현리 371-2번지 ,패스트푸드,4161025022,371,2,신현로,124,0,4.16103E+18
194,황금용,이미정,"오포읍 오포로 442, 1층",오포읍 문형리 518-1번지 1층,중국식,4161025024,518,1,오포로,442,0,4.16103E+18
195,퇴촌회센타,김영재,퇴촌면 산수로 1309,퇴촌면 광동리 205번지 ,한식,4161034021,205,0,산수로,1309,0,4.16103E+18
196,계경목장 경안점,최용석,경안안길 82 (경안동),경안동 35-5번지 경안동 ,경양식,4161010100,35,5,경안안길,82,0,4.16101E+18
197,도평식당,신영례,경안로25번길 26 (역동),역동 5-4번지 역동 ,한식,4161011200,5,4,경안로25번길,26,0,4.16101E+18
198,삼순이네,이삼순,퇴촌면 광동로 66,퇴촌면 광동리 146-5번지 ,한식,4161034021,146,5,광동로,66,0,4.16103E+18
199,남촌매운탕,이정자,남종면 산수로 1633-15,남종면 분원리 432-2번지 ,한식,4161035021,432,2,산수로,1633,15,4.16104E+18
200,다모아,신순애,중앙로 154 (경안동),경안동 75-11번지 경안동 ,한식,4161010100,75,11,중앙로,154,0,4.16101E+18
201,토바기,강기순,곤지암읍 광여로 323-13,곤지암읍 오향리 368-7번지 ,한식,4161025933,368,7,광여로,323,13,4.16103E+18
202,이정한식,신순자,곤지암읍 독고개길 64-3,곤지암읍 삼리 267-2번지 ,한식,4161025936,267,2,독고개길,64,3,4.16103E+18
203,태전오리,박봉희,"옥토골길 4-7, 1층 (태전동)",태전동 508-6번지 태전동 1층,한식,4161011000,508,6,옥토골길,4,7,4.16101E+18
204,회덕루,이준영,이배재로 127 (탄벌동),탄벌동 278-2번지 탄벌동 ,중국식,4161010500,278,2,이배재로,127,0,4.16101E+18
205,파핀스통닭,강경숙,역동로 84 (역동),역동 134-9번지 역동 ,통닭(치킨),4161011200,134,9,역동로,84,0,4.16101E+18
206,곤지호프,배광렬,곤지암읍 곤지암로 72,곤지암읍 곤지암리 453-20번지 ,호프/통닭,4161025921,453,20,곤지암로,72,0,4.16103E+18
207,수정식당,구성서,곤지암읍 곤지암로 24,곤지암읍 곤지암리 345-6번지 ,한식,4161025921,345,6,곤지암로,24,0,4.16103E+18
208,가마솥무교동왕족발,천경순,광주대로 11-6 (역동),역동 26-14번지 역동 ,한식,4161011200,26,14,광주대로,11,6,4.16101E+18
209,청석송어,김미경,초월읍 현산로385번길 74-1,초월읍 지월리 713번지 ,한식,4161025329,713,0,현산로385번길,74,1,4.16103E+18
210,막썰어회집,이규석,경안로57번길 7-1 (역동),역동 1-82번지 역동 ,호프/통닭,4161011200,1,82,경안로57번길,7,1,4.16101E+18
211,개울목 뒷고기집,한정임,초월읍 경충대로 891-29,초월읍 산이리 13-17번지 ,한식,4161025323,13,17,경충대로,891,29,4.16103E+18
212,해그리고달,강찬희,경안안길 9 (경안동),경안동 123-9번지 경안동 ,한식,4161010100,123,9,경안안길,9,0,4.16101E+18
213,순두부마을,최현숙,중앙로187번길 4-1 (송정동),송정동 113-11번지 송정동 ,한식,4161010300,113,11,중앙로187번길,4,1,4.16101E+18
214,황시현카페,황시현,"중앙로145번길 9, 지하1층 (경안동)",경안동 73-29번지 하1층  경안동,호프/통닭,4161010100,73,29,중앙로145번길,9,0,4.16101E+18
215,본죽(곤지암점),양영미,곤지암읍 곤지암로 65,곤지암읍 곤지암리 445-4번지 ,한식,4161025921,445,4,곤지암로,65,0,4.16103E+18
216,단골집,최의천,퇴촌면 천진암로 850,퇴촌면 관음리 128-7번지 ,한식,4161034022,128,7,천진암로,850,0,4.16103E+18
217,행복솥뚜껑쌈밥,선지선,오포읍 오포로 513,오포읍 문형리 431-6번지 ,한식,4161025024,431,6,오포로,513,0,4.16103E+18
218,왕십리야채곱창,이지숙,중앙로123번길 14 (경안동),경안동 49-10번지 경안동 ,기타,4161010100,49,10,중앙로123번길,14,0,4.16101E+18
219,도곡식당,한상혁,초월읍 경충대로 1023-6,초월읍 쌍동리 177-2번지 ,한식,4161025322,177,2,경충대로,1023,6,4.16103E+18
220,우리집닭강정,윤은경,파발로137번길 9 (경안동),경안동 80-9번지 경안동 ,기타,4161010100,80,9,파발로137번길,9,0,4.16101E+18
221,대성가든,박성래,용샘길 125 (목현동),목현동 232번지 목현동 ,한식,4161010600,232,0,용샘길,125,0,4.16101E+18
222,대쌍반점,윤재훈,초월읍 경충대로 1264,초월읍 대쌍령리 185-1번지 ,중국식,4161025321,185,1,경충대로,1264,0,4.16103E+18
223,웰빙밥상,신영은,이배재로 113 (탄벌동),탄벌동 274-1번지 탄벌동 ,한식,4161010500,274,1,이배재로,113,0,4.16101E+18
224,오리와도야지,장명란,문화로127번길 3 (탄벌동),경안동 437-6번지 탄벌동 ,식육(숯불구이),4161010100,437,6,문화로127번길,3,0,4.16101E+18
225,도레방,김경실,광주대로97번길 17 (송정동),송정동 101-15번지 송정동 ,한식,4161010300,101,15,광주대로97번길,17,0,4.16101E+18
226,누나홀닭(오포점),여인수,"오포읍 오포로 113, 1층",오포읍 능평리 152-22번지 1층,호프/통닭,4161025023,152,22,오포로,113,0,4.16103E+18
227,유에스에이,박초아,경안로25번길 10-1 (경안동),경안동 33-15번지 경안동 ,호프/통닭,4161010100,33,15,경안로25번길,10,1,4.16101E+18
228,도원식당,김순자,오포읍 오포로 771,오포읍 추자리 287-4번지 ,한식,4161025025,287,4,오포로,771,0,4.16103E+18
229,장터추어탕,강승복,경안로25번길 3-2 (경안동),경안동 33-27번지 경안동 ,한식,4161010100,33,27,경안로25번길,3,2,4.16101E+18
230,순천식당,이석란,곤지암읍 만선로 50-1,곤지암읍 만선리 353-6번지 ,한식,4161025927,353,6,만선로,50,1,4.16103E+18
231,오향식당,문필님,곤지암읍 오향길 13,곤지암읍 오향리 274-5번지 ,한식,4161025933,274,5,오향길,13,0,4.16103E+18
232,페리카나,이정자,곤지암읍 곤지암로50번길 25,곤지암읍 곤지암리 444-5번지 ,통닭(치킨),4161025921,444,5,곤지암로50번길,25,0,4.16103E+18
233,영광감자탕,정경훈,"이배재로 97, 1층 (탄벌동)",탄벌동 256-9번지 탄벌동 1층,한식,4161010500,256,9,이배재로,97,0,4.16101E+18
234,전통한식부페,백민경,"초월읍 경충대로 891-18, 1층",초월읍 산이리 13-30번지 1층,한식,4161025323,13,30,경충대로,891,18,4.16103E+18
235,트솔몬(TSOLMON),한나라,역동로 3 (역동),역동 27-71번지 역동 ,"외국음식전문점(인도,태국등)",4161011200,27,71,역동로,3,0,4.16101E+18
236,선회식당,김공임,곤지암읍 독고개길 2,곤지암읍 삼리 179-1번지 ,한식,4161025936,179,1,독고개길,2,0,4.16103E+18
237,쎄미양념통닭,손미영,오포읍 오포로 513,오포읍 문형리 431-6번지 ,통닭(치킨),4161025024,431,6,오포로,513,0,4.16103E+18
238,장모님순대국,최복순,고불로 182 (태전동),태전동 502-2번지 태전동 ,한식,4161011000,502,2,고불로,182,0,4.16101E+18
239,동대문일품닭한마리,윤중,"남종면 산수로 1694-5, 1층 (1호동)",남종면 분원리 249번지 1층  1호,한식,4161035021,249,0,산수로,1694,5,4.16104E+18
240,용인토종순대국(탄벌점),조미화,이배재로 107 (탄벌동),탄벌동 274-7번지 탄벌동 ,한식,4161010500,274,7,이배재로,107,0,4.16101E+18
241,석촌,엄진순,남한산성면 남한산성로780번길 33,남한산성면 산성리 700번지 ,한식,4161037021,700,0,남한산성로780번길,33,0,4.16104E+18
242,산성오복식당,방화순,남한산성면 남한산성로 744,남한산성면 산성리 431번지 ,한식,4161037021,431,0,남한산성로,744,0,4.16104E+18
243,大壯錦停(대장금정),박세희,남한산성면 남한산성로 731-31,남한산성면 산성리 178번지 ,한식,4161037021,178,0,남한산성로,731,31,4.16104E+18
245,오로지,김옥숙,남한산성면 남한산성로780번길 1,남한산성면 산성리 590-1번지 ,한식,4161037021,590,1,남한산성로780번길,1,0,4.16104E+18
246,요거프레소(오포점),설을재,오포읍 신현로 11,오포읍 신현리 722-1번지 ,까페,4161025022,722,1,신현로,11,0,4.16103E+18
247,엣날집,최순례,오포읍 능평로 196,오포읍 능평리 166-9번지 ,한식,4161025023,166,9,능평로,196,0,4.16103E+18
248,퇴촌푸른집,박영선,퇴촌면 천진암로 345-11,퇴촌면 도수리 643번지 ,한식,4161034025,643,0,천진암로,345,11,4.16103E+18
249,아라리오,나영재,남한산성면 남한산성로792번길 7,남한산성면 산성리 1017번지 ,한식,4161037021,1017,0,남한산성로792번길,7,0,4.16104E+18
250,먹거리창고,이필우,남한산성면 남한산성로780번길 28,남한산성면 산성리 641번지 ,한식,4161037021,641,0,남한산성로780번길,28,0,4.16104E+18
251,장수촌,이성집,남한산성면 남한산성로792번길 27-1,남한산성면 산성리 976번지 ,한식,4161037021,976,0,남한산성로792번길,27,1,4.16104E+18
252,취향반점,유계순,초월읍 무들로 201,초월읍 용수리 338-1번지 ,중국식,4161025327,338,1,무들로,201,0,4.16103E+18
253,7080메들리,정경석,경안안길 51 (경안동),경안동 72-21번지 경안동 ,호프/통닭,4161010100,72,21,경안안길,51,0,4.16101E+18
254,캠핑7,최민수,오포읍 매자리길 120-31,오포읍 매산리 192-2번지 ,한식,4161025026,192,2,매자리길,120,31,4.16103E+18
255,시골맛밥상,임은선,곤지암읍 광여로 337,곤지암읍 오향리 372-3번지 ,한식,4161025933,372,3,광여로,337,0,4.16103E+18
256,섬뜰,최수자,초월읍 도평길 5,초월읍 도평리 232번지 ,한식,4161025332,232,0,도평길,5,0,4.16103E+18
257,로프트1010,김현희,곤지암읍 신대길34번길 10-14,곤지암읍 신대리 12-9번지 ,까페,4161025935,12,9,신대길34번길,10,14,4.16103E+18
258,명동식당,김선례,초월읍 용수길 32,초월읍 용수리 215-3번지 ,한식,4161025327,215,3,용수길,32,0,4.16103E+18
259,강남정육점식당,임희정,중앙로187번길 35 (송정동),송정동 118-25번지 송정동 ,식육(숯불구이),4161010300,118,25,중앙로187번길,35,0,4.16101E+18
260,선산대한곱창,김성학,곤지암읍 곤지암로 24,곤지암읍 곤지암리 345-6번지 ,한식,4161025921,345,6,곤지암로,24,0,4.16103E+18
261,밀목오리탕집,우다현,행정타운로 63-8 (송정동),송정동 356-1번지 송정동 ,한식,4161010300,356,1,행정타운로,63,8,4.16101E+18
262,지리산흑돼지,이민경,중앙로129번길 11 (경안동),경안동 50-10번지 경안동 ,식육(숯불구이),4161010100,50,10,중앙로129번길,11,0,4.16101E+18
263,박쉐프의 돈까스 맛나라,송기종 외 1명,"고불로 178, 가동 102호 (태전동, 금강주택)",태전동 502-14번지 금강주택 가동 102호,한식,4161011000,502,14,고불로,178,0,4.16101E+18
264,금강식당,노홍선,"고불로 178, 가동 101호 (태전동, 금강주택)",태전동 502-14번지 금강주택 가동 101호,한식,4161011000,502,14,고불로,178,0,4.16101E+18
265,써니사이드커피(Sunnyside Coffee),김현창,광주대로 91 (송정동),송정동 67-24번지 송정동 ,기타,4161010300,67,24,광주대로,91,0,4.16101E+18
266,명가교동짬뽕,진경림,순암로 111 (장지동),장지동 372-3번지 지동,한식,4161011100,372,3,순암로,111,0,4.16101E+18
267,고릴라포차,김동남,경안로25번길 3-1 (경안동),경안동 33-2번지 경안동 ,호프/통닭,4161010100,33,2,경안로25번길,3,1,4.16101E+18
268,해적선회포차,임채진,오포읍 새말길 140,오포읍 신현리 405-1번지 ,회집,4161025022,405,1,새말길,140,0,4.16103E+18
269,여울목,정혜진,오포읍 매자리길 127,오포읍 매산리 99-2번지 ,한식,4161025026,99,2,매자리길,127,0,4.16103E+18
270,옛날순두부집,임명옥,남한산성면 남한산성로 732,남한산성면 산성리 147-1번지 ,한식,4161037021,147,1,남한산성로,732,0,4.16104E+18
271,고향집,김도승,초월읍 도평길51번길 6-8,초월읍 도평리 179번지 ,한식,4161025332,179,0,도평길51번길,6,8,4.16103E+18
272,광현가든,정하선,"곤지암읍 신만로 7, 2층",곤지암읍 신촌리 173-1번지 2층,한식,4161025923,173,1,신만로,7,0,4.16103E+18
273,통통한치킨,오복순,"이배재로 128, 1층 (회덕동)",회덕동 271-22번지 회덕동 1층,통닭(치킨),4161010400,271,22,이배재로,128,0,4.16101E+18
274,영양쌀밥옥이,유선옥,"곤지암읍 광여로 835-13, 1층",곤지암읍 건업리 330-8번지 1층,한식,4161025930,330,8,광여로,835,13,4.16103E+18
275,천화운,LI CHENGTIAN,경안로25번길 33 (역동),역동 3-19번지 역동 ,중국식,4161011200,3,19,경안로25번길,33,0,4.16101E+18
276,(주)더블유컨벤션웨딩홀,김상중,중앙로 87 (역동),역동 23-5번지 역동 ,한식,4161011200,23,5,중앙로,87,0,4.16101E+18
277,펀비어킹,김정승,태봉로 20 (태전동),태전동 261-99번지 태전동 ,호프/통닭,4161011000,261,99,태봉로,20,0,4.16101E+18
278,은행나무집,김영수,남한산성면 남한산성로 772,남한산성면 산성리 582-4번지 ,한식,4161037021,582,4,남한산성로,772,0,4.16104E+18
279,한강식당,함광란,남종면 산수로 1646,남종면 분원리 99-1번지 ,한식,4161035021,99,1,산수로,1646,0,4.16104E+18
280,반월카페,석관징,남한산성면 남한산성로780번길 11,남한산성면 산성리 607번지 ,한식,4161037021,607,0,남한산성로780번길,11,0,4.16104E+18
281,돈가스 뷔페,김용환,"곤지암읍 곤지암로 158, 2층",곤지암읍 곤지암리 472-3번지 2층,경양식,4161025921,472,3,곤지암로,158,0,4.16103E+18
282,유미네우렁쌈밥,김연희,파발로137번길 9 (경안동),경안동 80-9번지 경안동 ,한식,4161010100,80,9,파발로137번길,9,0,4.16101E+18
283,청수부대찌게,지남미,오포읍 양촌길 146-7,오포읍 양벌리 620번지 ,한식,4161025027,620,0,양촌길,146,7,4.16103E+18
284,무갑산오리탕,안순애,초월읍 산수로 752,초월읍 무갑리 625-3번지 ,한식,4161025330,625,3,산수로,752,0,4.16103E+18
285,시골집,정양옥,퇴촌면 광동로 68,퇴촌면 광동리 146-2번지 ,한식,4161034021,146,2,광동로,68,0,4.16103E+18
286,동원우리식당,안구,곤지암읍 신만로 17,곤지암읍 신촌리 215-3번지 ,한식,4161025923,215,3,신만로,17,0,4.16103E+18
288,원조뼈다귀,이복자,역동로 3 (역동),역동 27-71번지 역동 ,한식,4161011200,27,71,역동로,3,0,4.16101E+18
289,버드나무식당,김세연,초월읍 장담길 117-3,초월읍 용수리 333-1번지 ,한식,4161025327,333,1,장담길,117,3,4.16103E+18
290,모프로네,김주영,순암로492번길 13 (삼동),삼동 260-10번지 삼동 ,식육(숯불구이),4161010700,260,10,순암로492번길,13,0,4.16101E+18
291,구일가든,박현,곤지암읍 광여로4번길 10,곤지암읍 곤지암리 555-91번지 ,한식,4161025921,555,91,광여로4번길,10,0,4.16103E+18
292,사랑방정식,임영숙,문화로124번길 3 (경안동),경안동 124-10번지 경안동 ,한식,4161010100,124,10,문화로124번길,3,0,4.16101E+18
293,청포도집,최윤범,순암로 289 (중대동),중대동 98-6번지 중대동 ,한식,4161010800,98,6,순암로,289,0,4.16101E+18
294,꼬챙이바베큐,유혜정,곤지암읍 광여로 463-4,곤지암읍 연곡리 370-1번지 ,한식,4161025932,370,1,광여로,463,4,4.16103E+18
295,고향식당,김양심,오포읍 양벌로 209,오포읍 양벌리 374-1번지 ,한식,4161025027,374,1,양벌로,209,0,4.16103E+18
296,민이호프통닭,권형순,오포읍 양벌로 209,오포읍 양벌리 374-1번지 ,호프/통닭,4161025027,374,1,양벌로,209,0,4.16103E+18
297,성수어부네집,황유진,남종면 산수로 1619,남종면 분원리 133번지 ,한식,4161035021,133,0,산수로,1619,0,4.16104E+18
298,곤지생선조림,한삼용,곤지암읍 곤지암로50번길 20-1,곤지암읍 곤지암리 443-13번지 ,한식,4161025921,443,13,곤지암로50번길,20,1,4.16103E+18
299,맛찜,천명례,"오포읍 머루숯길 59, 신현대주택 1층",오포읍 신현리 642-2번지 신현대주택 1층,한식,4161025022,642,2,머루숯길,59,0,4.16103E+18
300,회덕식당,주소례,이배재로 127 (탄벌동),탄벌동 278-2번지 탄벌동 ,한식,4161010500,278,2,이배재로,127,0,4.16101E+18
301,월성관,안호명,남한산성면 남한산성로792번길 20,남한산성면 산성리 946번지 ,한식,4161037021,946,0,남한산성로792번길,20,0,4.16104E+18
302,스타트하우스,이규홍,도척면 도척윗로 280 (외21필지),도척면 도웅리 210-2번지 21호필지,한식,4161033026,210,2,도척윗로,280,0,4.16103E+18
303,마운틴그늘집,이규홍,도척면 도척윗로 280 (외21필지),도척면 도웅리 210-2번지 21호필지,한식,4161033026,210,2,도척윗로,280,0,4.16103E+18
