업종명,인허가일자,업소명,소재지(도로명),소재지(지번),영업장면적,업태명
일반음식점,1992-10-23,즉석우동전문점,"서울특별시 중랑구 동일로 774, 1층 (중화동)",서울특별시 중랑구 중화동 294-9 1층 ,29.7,한식
일반음식점,1992-07-20,신성식당,서울특별시 중랑구 겸재로 202 (면목동),서울특별시 중랑구 면목동 105-3 ,21.25,한식
일반음식점,1992-10-17,제주구둘짱삼겹,서울특별시 중랑구 중랑역로 193 (묵동),서울특별시 중랑구 묵동 240-33 ,33.48,한식
일반음식점,1992-01-08,장충족발감자탕,서울특별시 중랑구 중랑역로 77 (중화동),서울특별시 중랑구 중화동 312-128 ,40.72,한식
일반음식점,1992-05-30,옛골,서울특별시 중랑구 용마산로115길 71 (망우동),서울특별시 중랑구 망우동 491-37 ,28.49,호프/통닭
일반음식점,1992-11-13,용가네순대국,서울특별시 중랑구 망우로30길 22 (상봉동),서울특별시 중랑구 상봉동 136-84 ,62.54,한식
일반음식점,1992-05-13,패자부활전,서울특별시 중랑구 겸재로 218 (면목동),서울특별시 중랑구 면목동 72-57 ,33.08,호프/통닭
일반음식점,1992-03-04,초원,서울특별시 중랑구 사가정로 371-1 (면목동),서울특별시 중랑구 면목동 605-32 ,22.75,까페
일반음식점,1992-04-15,성일식당,서울특별시 중랑구 사가정로50길 96 (면목동),서울특별시 중랑구 면목동 668-55 ,32.62,분식
일반음식점,1992-05-14,브라더오뎅,서울특별시 중랑구 망우로30길 8 (상봉동),서울특별시 중랑구 상봉동 136-50 ,56.16,한식
일반음식점,1992-10-16,조약돌,서울특별시 중랑구 면목로37길 13 (면목동),서울특별시 중랑구 면목동 655-5 ,17.58,분식
일반음식점,1992-10-27,명동분식,서울특별시 중랑구 면목로37길 13 (면목동),서울특별시 중랑구 면목동 655-5 ,22.86,분식
일반음식점,1992-08-05,주당포차,서울특별시 중랑구 중랑역로 195-1 (묵동),서울특별시 중랑구 묵동 240-30 ,31.36,한식
일반음식점,1992-07-04,두레반국수,서울특별시 중랑구 용마산로115길 87 (망우동),서울특별시 중랑구 망우동 491-49 ,21.96,한식
일반음식점,1993-08-14,멍석숯불갈비,서울특별시 중랑구 봉우재로5길 13 (면목동),서울특별시 중랑구 면목동 191-2 ,33.93,한식
일반음식점,1993-09-01,진미식당,서울특별시 중랑구 중랑천로30길 62 (중화동),서울특별시 중랑구 중화동 318-100 ,34.88,한식
일반음식점,1993-09-10,태능배밭갈비,서울특별시 중랑구 동일로143길 30 (묵동),서울특별시 중랑구 묵동 249-107 ,274.16,한식
일반음식점,1993-09-11,단골밥집단골술집,서울특별시 중랑구 용마산로116길 38 (망우동),서울특별시 중랑구 망우동 184-23 ,37.59,호프/통닭
일반음식점,1993-09-23,순이네바지락칼국수,"서울특별시 중랑구 망우로42길 5, 1층 (상봉동)",서울특별시 중랑구 상봉동 115-22 지상1층 ,66,한식
일반음식점,1993-10-19,돈촌,서울특별시 중랑구 사가정로51길 21 (면목동),서울특별시 중랑구 면목동 596-4 ,72.27,한식
일반음식점,1993-11-23,소한마리해장국,"서울특별시 중랑구 용마산로115길 4 (망우동, 1층)",서울특별시 중랑구 망우동 486-5 ,47,한식
일반음식점,1993-12-18,어깨동무,"서울특별시 중랑구 사가정로51길 44, 1층 (면목동)",서울특별시 중랑구 면목동 498-8 ,24.21,한식
일반음식점,1993-12-20,최고집메밀촌,서울특별시 중랑구 동일로123길 5 (중화동),서울특별시 중랑구 중화동 296-1 ,25.84,한식
일반음식점,1993-12-21,오리무중,서울특별시 중랑구 용마산로 508 (망우동),서울특별시 중랑구 망우동 403-44 ,40.39,한식
일반음식점,1993-04-28,보양식당,서울특별시 중랑구 용마산로115길 27 (망우동),서울특별시 중랑구 망우동 469-24 ,29.72,한식
일반음식점,1993-06-04,남서울식당,서울특별시 중랑구 용마산로117길 35 (망우동),서울특별시 중랑구 망우동 488-16 ,37.46,한식
일반음식점,1993-03-15,너랑나랑,서울특별시 중랑구 면목로 391 (면목동),서울특별시 중랑구 면목동 115-22 ,28.52,까페
일반음식점,1993-05-06,이디야커피 용마산역점,서울특별시 중랑구 면목로 254-1 (면목동),서울특별시 중랑구 면목동 371-138 ,81.48,한식
일반음식점,1993-04-20,규사이,"서울특별시 중랑구 봉우재로 71 (상봉동, 1,2층)",서울특별시 중랑구 상봉동 125-22 ,130.04,한식
일반음식점,1993-06-21,바다회집,서울특별시 중랑구 중랑역로 219-1 (묵동),서울특별시 중랑구 묵동 237-102 ,140.19,횟집
일반음식점,1993-03-10,또바기 참숯호프주점,서울특별시 중랑구 중랑역로 28 (중화동),서울특별시 중랑구 중화동 298-38 ,24.91,통닭(치킨)
일반음식점,1993-01-13,노군꼬치상봉점,서울특별시 중랑구 망우로30길 8 (상봉동),서울특별시 중랑구 상봉동 136-50 ,24.85,한식
일반음식점,1993-05-12,광산식당,서울특별시 중랑구 봉우재로 219 (망우동),서울특별시 중랑구 망우동 513-41 ,41.06,한식
일반음식점,1993-03-26,푸른초원,서울특별시 중랑구 동일로163길 22 (묵동),서울특별시 중랑구 묵동 238-122 ,61.5,한식
일반음식점,1993-05-06,연평도,서울특별시 중랑구 상봉로 90 (망우동),서울특별시 중랑구 망우동 517-47 ,144.9,한식
일반음식점,1993-10-26,쌍용각,서울특별시 중랑구 면목로56길 26 (면목동),서울특별시 중랑구 면목동 428-43 ,44.82,중국식
일반음식점,1993-11-27,경보장,서울특별시 중랑구 용마산로96길 15 (망우동),서울특별시 중랑구 망우동 441-24 ,63,중국식
일반음식점,1993-09-17,두리호프,서울특별시 중랑구 중랑역로 38 (중화동),서울특별시 중랑구 중화동 300-40 ,33,정종/대포집/소주방
일반음식점,1993-07-02,영남식당,서울특별시 중랑구 봉우재로 139 (상봉동),서울특별시 중랑구 상봉동 106-5 ,90.18,한식
일반음식점,1993-07-21,불타는곱창&막창,"서울특별시 중랑구 공릉로2길 14, 1층 (묵동)",서울특별시 중랑구 묵동 177-19 ,26.38,분식
일반음식점,1993-08-21,유경네맛집,서울특별시 중랑구 중랑역로 232 (묵동),서울특별시 중랑구 묵동 234-12 ,23.04,한식
일반음식점,1993-08-25,토마토,서울특별시 중랑구 면목로 399 (면목동),서울특별시 중랑구 면목동 115-12 ,19.99,까페
일반음식점,1993-09-01,우찌네녹두파전,서울특별시 중랑구 중랑천로10길 60 (면목동),서울특별시 중랑구 면목동 185-18 ,19.43,정종/대포집/소주방
일반음식점,1993-09-27,고향만두칼국수,서울특별시 중랑구 중랑역로 75 (중화동),서울특별시 중랑구 중화동 312-25 ,63.54,분식
일반음식점,1993-11-01,착한생오리,"서울특별시 중랑구 면목로55길 15, 1층 (면목동)",서울특별시 중랑구 면목동 499-12 ,39.32,한식
일반음식점,1993-12-03,어선생,서울특별시 중랑구 용마산로115길 73 (망우동),서울특별시 중랑구 망우동 491-35 ,21.7,중국식
일반음식점,1993-12-18,청춘쪽갈비,서울특별시 중랑구 동일로139길 25 (중화동),서울특별시 중랑구 중화동 306-55 ,96.35,한식
일반음식점,1993-12-24,다락방,서울특별시 중랑구 용마산로115길 60 (망우동),서울특별시 중랑구 망우동 490-26 ,15.22,호프/통닭
일반음식점,1993-03-30,만나분식,서울특별시 중랑구 동일로143길 12 (묵동),서울특별시 중랑구 묵동 250-46 ,21.54,한식
일반음식점,1993-05-17,꼬꼬바베큐치킨,서울특별시 중랑구 동일로163길 22 (묵동),서울특별시 중랑구 묵동 238-122 ,38.74,통닭(치킨)
일반음식점,1993-05-21,여기가좋겠네,서울특별시 중랑구 중랑천로10길 40 (면목동),서울특별시 중랑구 면목동 185-137 ,25.53,분식
일반음식점,1993-03-02,김밥천국,서울특별시 중랑구 망우로32길 28 (상봉동),서울특별시 중랑구 상봉동 130-22 ,13.95,한식
일반음식점,1993-02-15,웰덤치킨,서울특별시 중랑구 겸재로54길 53 (면목동),서울특별시 중랑구 면목동 69-36 ,32.05,통닭(치킨)
일반음식점,1993-04-21,혜성분식,서울특별시 중랑구 상봉로11길 6 (면목동),서울특별시 중랑구 면목동 87-14 ,16.07,분식
일반음식점,1993-07-08,장수식당,,서울특별시 중랑구 면목동 120-22 ,19.54,한식
일반음식점,1993-06-30,고바우식당,서울특별시 중랑구 동일로139길 34 (중화동),서울특별시 중랑구 중화동 308-30 ,26.27,한식
일반음식점,1993-09-17,치어스,서울특별시 중랑구 면목로45길 11 (면목동),서울특별시 중랑구 면목동 601-2 ,61.57,호프/통닭
일반음식점,1993-05-25,정카페,"서울특별시 중랑구 망우로 216-10, 1층 (상봉동)",서울특별시 중랑구 상봉동 129-71 ,33,까페
일반음식점,1994-01-12,망우찜쌈밥 본점,서울특별시 중랑구 용마공원로2길 8 (망우동),서울특별시 중랑구 망우동 410-2 ,124.56,한식
일반음식점,1994-03-09,신통치킨,서울특별시 중랑구 동일로 607 (면목동),서울특별시 중랑구 면목동 172-1 ,22.11,호프/통닭
일반음식점,1994-03-30,지리산식당,서울특별시 중랑구 용마산로 460 (망우동),서울특별시 중랑구 망우동 444-35 ,37,한식
일반음식점,1994-06-15,경원식당,서울특별시 중랑구 면목천로 175 (면목동),서울특별시 중랑구 면목동 131-5 ,19.36,한식
일반음식점,1994-06-21,가문솥밥,서울특별시 중랑구 동일로 836 (중화동),서울특별시 중랑구 중화동 283-1 ,119.07,한식
일반음식점,1994-07-11,성지소곱창,서울특별시 중랑구 상봉로 40 (면목동),서울특별시 중랑구 면목동 23-12 ,26.59,정종/대포집/소주방
일반음식점,1994-07-15,유가네,"서울특별시 중랑구 사가정로52길 3-4, 1층 (면목동)",서울특별시 중랑구 면목동 634-18 ,73.99,한식
일반음식점,1994-07-19,오렌지,"서울특별시 중랑구 면목로 205 (면목동, 1층)",서울특별시 중랑구 면목동 398-27 ,20.74,호프/통닭
일반음식점,1994-08-17,그린하우스,서울특별시 중랑구 용마산로86길 9-32 (면목동),서울특별시 중랑구 면목동 52-9 ,44.3,한식
일반음식점,1994-09-16,도깨비,서울특별시 중랑구 봉우재로43길 32 (상봉동),서울특별시 중랑구 상봉동 88-95 ,39,호프/통닭
일반음식점,1994-10-28,참치애난,서울특별시 중랑구 중랑천로12길 42 (상봉동),서울특별시 중랑구 상봉동 130-71 ,46.34,일식
일반음식점,1994-11-17,노랑통닭(면목점),서울특별시 중랑구 사가정로51길 35 (면목동),서울특별시 중랑구 면목동 595-53 ,70.49,정종/대포집/소주방
일반음식점,1994-11-28,수동콜라식당,서울특별시 중랑구 망우로 258 (상봉동),서울특별시 중랑구 상봉동 118-15 ,41.9,기타
일반음식점,1994-12-05,동창야채닭갈비,서울특별시 중랑구 중랑역로 81 (중화동),서울특별시 중랑구 중화동 312-19 ,58.96,한식
일반음식점,1994-12-09,할매보쌈,서울특별시 중랑구 면목로 352 (면목동),서울특별시 중랑구 면목동 458-1 ,105.68,한식
일반음식점,1994-12-14,옛터식당,서울특별시 중랑구 중랑천로10길 63-3 (상봉동),서울특별시 중랑구 상봉동 130-159 ,70.15,한식
일반음식점,1994-04-19,명신반점,서울특별시 중랑구 용마산로139가길 4 (신내동),서울특별시 중랑구 신내동 344-12 ,52.56,중국식
일반음식점,1994-07-13,동해원,"서울특별시 중랑구 용마산로96나길 25 (망우동,현대빌라 102호)",서울특별시 중랑구 망우동 437-1 현대빌라 102호 ,30,중국식
일반음식점,1994-08-31,남선반점,서울특별시 중랑구 중랑역로 145 (묵동),서울특별시 중랑구 묵동 249-111 ,98.5,중국식
일반음식점,1994-01-29,성문돈까스,서울특별시 중랑구 면목로33길 54 (면목동),서울특별시 중랑구 면목동 341-49 ,25.17,경양식
일반음식점,1994-04-07,맹돌이생선구이쌈밥,"서울특별시 중랑구 용마산로115길 59, 2층 (망우동)",서울특별시 중랑구 망우동 491-39 2층 ,88.8,한식
일반음식점,1994-04-12,굴뚝삼겹살,서울특별시 중랑구 중랑천로12길 41 (상봉동),서울특별시 중랑구 상봉동 130-108 ,53.81,한식
일반음식점,1994-05-21,석원,서울특별시 중랑구 봉우재로 44-1 (면목동),서울특별시 중랑구 면목동 180-33 ,61.69,한식
일반음식점,1994-10-20,골뱅이,서울특별시 중랑구 망우로30길 8 (상봉동),서울특별시 중랑구 상봉동 136-50 ,25.56,분식
일반음식점,1994-01-12,맑은샘,서울특별시 중랑구 용마산로99길 13 (망우동),서울특별시 중랑구 망우동 530-1 ,21.76,분식
일반음식점,1994-02-03,서산농장,서울특별시 중랑구 중랑역로 200-1 (묵동),서울특별시 중랑구 묵동 239-132 ,48.06,한식
일반음식점,1994-02-28,풀잎향,"서울특별시 중랑구 봉우재로 141 (상봉동,, 86)","서울특별시 중랑구 상봉동 105-85 , 86 ",29.75,호프/통닭
일반음식점,1994-03-08,옛날손칼국수,서울특별시 중랑구 용마산로115길 77 (망우동),서울특별시 중랑구 망우동 491-34 ,22.5,한식
일반음식점,1994-03-15,삼덕포횟집,서울특별시 중랑구 용마산로116길 51 (망우동),서울특별시 중랑구 망우동 202-13 ,25.08,일식
일반음식점,1994-03-25,교촌치킨 사가정역점,"서울특별시 중랑구 면목로45길 3-4, 지~2층 (면목동)",서울특별시 중랑구 면목동 496-14 ,192.48,통닭(치킨)
일반음식점,1994-04-01,미례김밥,"서울특별시 중랑구 상봉로 7 (면목동,외 1필지 109호)",서울특별시 중랑구 면목동 68-2 외 1필지 109호 ,27,한식
일반음식점,1994-04-15,가문 왕십리 곱창막창,서울특별시 중랑구 중랑역로 179 (묵동),서울특별시 중랑구 묵동 243-4 ,31.44,정종/대포집/소주방
일반음식점,1994-04-29,오사카부르스,서울특별시 중랑구 봉우재로33길 66 (상봉동),서울특별시 중랑구 상봉동 87-0 ,58.37,호프/통닭
일반음식점,1994-05-03,꼬끼용,서울특별시 중랑구 동일로123길 70 (중화동),서울특별시 중랑구 중화동 315-30 ,22.01,분식
일반음식점,1994-05-16,명륜진사갈비(면목점),서울특별시 중랑구 겸재로 126 (면목동),서울특별시 중랑구 면목동 150-1 ,111.4,통닭(치킨)
일반음식점,1994-06-24,망우돌곱창,서울특별시 중랑구 용마산로115길 59 (망우동),서울특별시 중랑구 망우동 491-39 ,21.34,정종/대포집/소주방
일반음식점,1994-06-27,사가정닭갈비,서울특별시 중랑구 겸재로40길 75 (면목동),서울특별시 중랑구 면목동 502-25 ,22.12,한식
일반음식점,1994-07-28,마포껍데기,서울특별시 중랑구 겸재로 201 (면목동),서울특별시 중랑구 면목동 103-6 ,26.27,분식
일반음식점,1994-08-18,대박곱창,서울특별시 중랑구 봉우재로43길 6 (상봉동),서울특별시 중랑구 상봉동 85-37 ,24.49,정종/대포집/소주방
일반음식점,1994-08-19,내고향식당,서울특별시 중랑구 용마산로118길 19 (망우동),서울특별시 중랑구 망우동 356-27 ,26.25,한식
